FUND,NAME_TH,NAME_EN,CODE,TOTALASSET,NAV
KTAM,กองทุนเปิดเคแทม โกลบอล แม็คโคร ออพเพอทูนิตี้ ฟันด์,KTAM Global Macro Opportunities Fund,KT-GMO,1946457402,9.4979
KTAM,กองทุนเปิดเคแทม เจแปน อิควิตี้ ฟันด์,KTAM Japan Equity Fund,KT-JAPAN,9063766.56,10.3063
KTAM,กองทุนเปิดเคแทม ออยล์ ทริกเกอร์ ฟันด์5%,KTAM OIL Trigger Fund5%,KTOIL5-1,17480501.41,7.0411
KTAM,กองทุนเปิดเคแทม ออยล์ ฟันด์,KTAM Oil Fund,KT-OIL,250681231,2.5936
KTAM,กองทุนเปิดเคแทม ออล เอเชีย แปซิฟิก อิควิตี้ ฟันด์,KTAM All Asia Pacific Equity Fund,KT-AASIA,569459917.5,9.5202
KTAM,กองทุนเปิดเคแทม อาเซียน อิควิตี้ ฟันด์,KTAM ASEAN Equity Fund,KT-ASEAN,100475800.3,10.0754
KTAM,กองทุนเปิดเคแทม อินเดีย อิควิตี้ ฟันด์,KTAM India Equity Fund,KT-INDIA,51636087.22,12.0896
KTAM,กองทุนเปิดเคแทม อินคัม แอนด์ โกรท ฟันด์,KTAM Income and Growth Fund,KT-IGF,461875144,10.3638
KTAM,กองทุนเปิดเคแทม นอร์ท เอเชีย อิควิตี้ 5% ทริกเกอร์ ฟันด์2,KTAM North Asia Equity 5% Trigger Fund2,KTNA5-2,179503660.5,8.9072
KTAM,กองทุนเปิดไทยสร้างโอกาส,The Thai Opportunity Fund,TOF,961394425.3,14.8129
KTAM,กองทุนเปิดไทยสร้างโอกาส 2,The Thai Opportunity Fund 2,TOF2,1107059609,11.0339
KTAM,กองทุนเปิดกรุงไทย เฟล็กซิเบิ้ล ฟันด์,Krung Thai Flexible Fund,KT-FLEX,899427381.6,10.7919
KTAM,กองทุนเปิดกรุงไทย สมาร์ท อิควิตี้ ฟันด์,Krung Thai Smart  Equity Fund,KTEF,352759752.1,18.7402
KTAM,กองทุนเปิดกรุงไทย หุ้นไฮดิวิเดนด์,Krung Thai High Dividend Equity Fund,KT-HiDiv,103556398,10.251
KTAM,กองทุนเปิดกรุงไทย หุ้นไฮดิวิเดนด์ เพื่อการเลี้ยงชีพ,Krung Thai High Dividend Equity RMF,KT-HiDiv RMF,292621189.7,12.0012
KTAM,กองทุนเปิดกรุงไทย ออพเพอทูนิตี้,KrungThai Opportunities Fund,KT-OPP,21328837.46,11.4001
KTAM,กองทุนเปิดกรุงไทย ซีเล็คทีฟ อิควิตี้ เพื่อการเลี้ยงชีพ,Krung Thai Selective Equity RMF,KTSE-RMF,850676021.3,12.9339
KTAM,กองทุนเปิดกรุงไทย ธนทรัพย์ บี 3 ปี2,Krung Thai Thanasup B 3Y2,KTSUPB3Y2,1247825483,10.319
KTAM,กองทุนเปิดกรุงไทย ธนทรัพย์ พลัส,Krung Thai Thanasup Plus Fund,KTPLUS,88388067971,10.7156
KTAM,กองทุนเปิดกรุงไทย พร็อพเพอร์ตี้ แอนด์ อินฟราสตรัคเจอร์ เฟล็กซิเบิ้ล,Krung Thai Property and Infrastructure Flexible Fund,KT-PIF,680795450.7,9.9795
KTAM,กองทุนเปิดกรุงไทย ฟิกซ์ อินคัม17,Krung Thai Fixed Income Fund17,KTFI17,559963677.7,10.0079
KTAM,กองทุนเปิดกรุงไทยสะสมทรัพย์,The Krung  Thai  Sa-Som-Sub Fund,KTSS,21126139234,12.6084
KTAM,กองทุนเปิดกรุงไทยหุ้น เอ็ม เอ ไอ,Krung Thai mai Equity Fund,KT-mai,93574135.04,9.341
KTAM,กองทุนเปิดกรุงไทยหุ้น Mid-Small Cap,Krung Thai Mid-Small Cap Equity Fund,KTMSEQ,50191165.16,10.5582
KTAM,กองทุนเปิดกรุงไทยหุ้นระยะยาว SET50,The Krung  Thai SET50 Long-Term Equity Fund,KSET50LTF,1072233564,21.0794
KTAM,กองทุนเปิดกรุงไทยหุ้นระยะยาว70/30,The Krung  Thai Long-Term Equity Fund70/30,KTLF70/30,5410708013,32.7518
KTAM,กองทุนเปิดกรุงไทยหุ้นทุนปันผล,The Krung Thai Dividend Selected  Fund,KTSF,755776779.4,10.5568
KTAM,กองทุนเปิดกรุงไทยอ้างอิงเงินเฟ้อ,Krung Thai Inflation Linked Fund,KTILF,289353755.9,9.9788
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 104,Krung Thai Fixed Income FIF 104,KTFF104,1571057518,10.0382
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 106,Krung Thai Fixed Income FIF 106,KTFF106,3806887358,10.013
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 107,Krung Thai Fixed Income FIF 107,KTFF107,4028278214,10.0134
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 108,Krung Thai Fixed Income FIF 108,KTFF108,4291401254,10.0091
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 109,Krung Thai Fixed Income FIF 109,KTFF109,3292707818,10.0244
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 110,Krung Thai Fixed Income FIF 110,KTFF110,2597135621,10.0181
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 111,Krung Thai Fixed Income FIF 111,KTFF111,4411602617,10.017
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 112,Krung Thai Fixed Income FIF 112,KTFF112,3049710660,10.0081
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 113,Krung Thai Fixed Income FIF 113,KTFF113,1868977227,10.0038
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 114,Krung Thai Fixed Income FIF 114,KTFF114,5923995363,10.0114
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 115,Krung Thai Fixed Income FIF 115,KTFF115,4190144007,9.9958
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 116,Krung Thai Fixed Income FIF 116,KTFF116,7221340397,9.9934
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 117,Krung Thai Fixed Income FIF 117,KTFF117,3748333911,9.9945
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 50,Krung Thai Fixed Income FIF 50,KTFF50,3808329337,10.1582
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 70,Krung Thai Fixed Income FIF 70,KTFF70,867859652.7,10.1804
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 72,Krung Thai Fixed Income FIF 72,KTFF72,1521064105,10.1891
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 86,Krung Thai Fixed Income FIF 86,KTFF86,2103921468,10.1204
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 88,Krung Thai Fixed Income FIF 88,KTFF88,3974181551,10.1229
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 93,Krung Thai Fixed Income FIF 93,KTFF93,818036808.9,10.0579
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 94,Krung Thai Fixed Income FIF 94,KTFF94,469705251.5,10.0573
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 95,Krung Thai Fixed Income FIF 95,KTFF95,1240841827,10.1097
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ พลัส,Krung Thai Fixed-Income Plus Fund,KTFIXPLUS,484062843.1,11.5369
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ระยะ 1 ถึง 3 ปี,Krung Thai 1Y-3Y Fixed Income Fund,KTFIX-1Y3Y,10297379070,10.7948
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ระยะสั้น พลัส,Krung Thai Short Term Fixed Income Plus Fund,KTSTPLUS,2734711871,10.0346
KTAM,กองทุนเปิดดับเบิลยูไอเอสอี เคแทม ซีเอสไอ 300 ไชน่า แทร็กเกอร์,W.I.S.E. KTAM CSI 300 China Tracker,CHINA,153124831.3,5.449
KSAM,กองทุนเปิดกรุงศรี SET100 เพื่อการเลี้ยงชีพ,Krungsri SET100 RMF,KFS100RMF,957016787,29.211
KSAM,กองทุนเปิดกรุงศรีเอ็นแฮนซ์เซ็ท 50,Krungsri Enhanced SET50 Fund,KFENSET50,405478158.6,20.4997
KSAM,กองทุนเปิดกรุงศรีแอคทีฟตราสารหนี้,Krungsri Active Fixed Income Fund,KFAFIX,269839800.2,10.0069
KSAM,กองทุนเปิดกรุงศรีมันนี่,Krungsri Money Fund,KFMONEY,298456853.2,10.4318
KSAM,กองทุนเปิดกรุงศรีมิกซ์ 2TM,Krungsri Mixed 2TM Fund,KFMX2TM,143789637.6,10.644
KSAM,กองทุนเปิดกรุงศรีมิกซ์ 80-20,Krungsri Mixed 80-20 Fund,KFMIX80-20,72996366.26,9.9059
KSAM,กองทุนเปิดกรุงศรีมิกซ์พลัส 2TM,Krungsri Mixed Plus 2TM Fund,KFMXPLS2TM,1032416661,10.7475
KSAM,กองทุนเปิดกรุงศรีโกลด์,Krungsri Gold Fund,KF-GOLD,562482334.5,12.2818
KSAM,กองทุนเปิดกรุงศรีโกลด์เฮดจ์,Krungsri Gold Hedged Fund,KF-HGOLD,111990624,8.2038
KSAM,กองทุนเปิดกรุงศรีโกลด์เพื่อการเลี้ยงชีพ,Krungsri Gold RMF,KFGOLDRMF,984427831.7,12.4118
KSAM,กองทุนเปิดกรุงศรีเฟล็กซิเบิ้ล 2 เพื่อการเลี้ยงชีพ,Krungsri Flexible 2 RMF,KFFLEX2RMF,605868210.6,51.3576
KSAM,กองทุนเปิดกรุงศรีเฟล็กซิเบิ้ลปันผล,Krungsri Flexible Dividend Fund,KFFLEX-D,1158543317,8.2685
KSAM,กองทุนเปิดกรุงศรีเฟล็กซิเบิล,Krungsri Flexible Fund,KFFLEX,449025346.7,22.979
KSAM,กองทุนเปิดกรุงศรีสมาร์ทตราสารหนี้,Krungsri Smart Fixed Income Fund,KFSMART,12353158812,10.069
KSAM,กองทุนเปิดกรุงศรีสเปซิฟิกเฟล็กซิเบิ้ลฟันด์,Krungsri Specific Flexible Fund,KFSF,196666664.9,24.5338
KSAM,กองทุนเปิดกรุงศรีหุ้นแวลู,Krungsri Value Stock Fund,KFVALUE,1637034772,30.2021
KSAM,กองทุนเปิดกรุงศรีหุ้นระยะยาว SET50,Krungsri SET50 LTF,KFLTF50,1911792737,30.3377
KSAM,กองทุนเปิดกรุงศรีหุ้นระยะยาวแอ็คทีฟ SET50 ปันผล,Krungsri Active SET50 Dividend LTF,KFLTFA50-D,559092236.3,21.6242
KSAM,กองทุนเปิดกรุงศรีหุ้นระยะยาวอิควิตี้,Krungsri Equity LTF,KFLTFEQ,1414564647,26.9848
KSAM,กองทุนเปิดกรุงศรีหุ้นระยะยาวอิควิตี้ 70 ปันผล,Krungsri Equity Dividend 70/30 LTF,KFLTFEQ70D,617139374,15.7222
KSAM,กองทุนเปิดกรุงศรีหุ้นระยะยาวปันผล,Krungsri Dividend Stock LTF,KFLTFDIV,37039185423,23.7339
KSAM,กองทุนเปิดกรุงศรีหุ้นระยะยาวปันผล 70/30,Krungsri Dividend Stock LTF 70/30,KFLTFD70,7233548856,16.1065
KSAM,กองทุนเปิดกรุงศรีหุ้นไดนามิค,Krungsri Dynamic Fund,KFDYNAMIC,430251237.4,27.7063
KSAM,กองทุนเปิดกรุงศรีหุ้นไดนามิคปันผล,Krungsri Dynamic Dividend Fund,KFDNM-D,104230748.3,10.0445
KSAM,กองทุนเปิดกรุงศรีหุ้นปันผล,Krungsri Dividend Stock Fund,KFSDIV,18676400425,10.0327
KSAM,กองทุนเปิดกรุงศรีหุ้นปันผลเพื่อการเลี้ยงชีพ,Krungsri Dividend Stock RMF,KFDIVRMF,7843433235,26.7207
KSAM,กองทุนเปิดกรุงศรีอิควิตี้,Krungsri Star Equity Fund,KFSEQ,1671699028,25.9999
KSAM,กองทุนเปิดกรุงศรีอิควิตี้เพื่อการเลี้ยงชีพ,Krungsri Equity RMF,KFEQRMF,785316843.5,27.3205
KSAM,กองทุนเปิดกรุงศรีอิควิตี้ปันผล,Krungsri Star Equity Dividend Fund,KFSEQ-D,2084437714,9.5857
KSAM,กองทุนเปิดกรุงศรีไลฟ์สเตจ 20 พลัส,Krungsri Life Stage 20 Plus Fund,KFLS20PLUS,52899008.14,11.3778
KSAM,กองทุนเปิดกรุงศรีไลฟ์สเตจ 30 พลัส,Krungsri Life Stage 30 Plus Fund,KFLS30PLUS,66933485.21,11.0416
KSAM,กองทุนเปิดกรุงศรีไลฟ์สเตจ 55 พลัส,Krungsri Life Stage 55 Plus Fund,KFLS55PLUS,27757054.79,10.5927
KSAM,กองทุนเปิดกรุงศรีไชน่าอิควิตี้,Krungsri China Equity Fund,KF-CHINA,417665896.2,9.7991
KSAM,กองทุนเปิดกรุงศรีไทยสมอล-มิดแคปอิควิตี้,Krungsri Thai Small-Mid Cap Equity Fund,KFTHAISM,205359319.6,12.3077
KSAM,กองทุนเปิดกรุงศรีไฟแนนเชี่ยลโฟกัสปันผล,Krungsri Financial Focus Dividend Fund,KFFIN-D,177776654.3,9.6167
KSAM,กองทุนเปิดกรุงศรีตราสารเงิน,Krungsri Cash Management Fund,KFCASH,22896113334,12.8863
KSAM,กองทุนเปิดกรุงศรีตราสารเงินเพื่อการเลี้ยงชีพ,Krungsri Cash RMF,KFCASHRMF,1154645192,12.8013
KSAM,กองทุนเปิดกรุงศรีตราสารเงินพลัส,Krungsri Cash Plus Fund,KFCASHPLUS,2488544466,11.8226
KSAM,กองทุนเปิดกรุงศรีตราสารเจริญทรัพย์,Krungsri Star Multiple Fund,KFSMUL,3714566756,17.4908
KSAM,กองทุนเปิดกรุงศรีตราสารเพิ่มทรัพย์,Krungsri Star Plus Fund,KFSPLUS,55313997011,20.1996
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ระยะกลาง,Krungsri Medium Term Fixed Income Fund,KFMTFI,8453089866,14.8114
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ระยะกลางเพื่อการเลี้ยงชีพ,Krungsri Medium Term Fixed Income RMF,KFMTFIRMF,140638112,12.9183
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ระยะกลางปันผล,Krungsri Medium Term Fixed Income Dividend Fund,KFMTFI-D,3668017678,9.984
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M24,Krungsri Foreign Fixed Income Accredited Investors 6M24 Fund,KFFAI6M24,2460965277,10.0524
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M25,Krungsri Foreign Fixed Income Accredited Investors 6M25 Fund,KFFAI6M25,5590226947,10.0489
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M26,Krungsri Foreign Fixed Income Accredited Investors 6M26 Fund,KFFAI6M26,2588055893,10.0358
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M27,Krungsri Foreign Fixed Income Accredited Investors 6M27 Fund,KFFAI6M27,5189101767,10.0283
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M28,Krungsri Foreign Fixed Income Accredited Investors 6M28 Fund,KFFAI6M28,5351116960,10.025
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M29,Krungsri Foreign Fixed Income Accredited Investors 6M29 Fund,KFFAI6M29,2141308899,10.0205
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M30,Krungsri Foreign Fixed Income Accredited Investors 6M30 Fund,KFFAI6M30,6425244122,10.0175
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M31,Krungsri Foreign Fixed Income Accredited Investors 6M31 Fund,KFFAI6M31,3828348757,10.0143
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M32,Krungsri Foreign Fixed Income Accredited Investors 6M32 Fund,KFFAI6M32,1799752375,10.0089
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M33,Krungsri Foreign Fixed Income Accredited Investors 6M33 Fund,KFFAI6M33,1803164180,10.0047
KSAM,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศเอไอ 6M34,Krungsri Foreign Fixed Income Accredited Investors 6M34 Fund,KFFAI6M34,1432623450,9.997
KSAM,กองทุนเปิดกรุงศรีทวีทรัพย์เพื่อการเลี้ยงชีพ,Krungsri Taweesap RMF,KFTSRMF,2590702755,63.7345
KSAM,กองทุนเปิดกรุงศรีทุนทวี 2,Krungsri Tuntawee Fund 2,KFTW2,695172844,63.4277
KSAM,กองทุนเปิดกรุงศรีทุนทวี 5,Krungsri Tuntawee Fund 5,KFTW5,225826373.2,8.9006
KSAM,กองทุนเปิดกรุงศรีพันธบัตรระยะยาวเพื่อการเลี้ยงชีพ,Krungsri Long Term Government Bond RMF,KFLTGOVRMF,339212751.8,13.1359
KSAM,กองทุนเปิดกรุงศรีพันธบัตรเพื่อการเลี้ยงชีพ,Krungsri Government Bond RMF,KFGOVRMF,4131299191,14.1322
LHFUND,กองทุนเปิด แอล เอช เอ็ม เอส เฟล็กซิเบิ้ล,LH MS FLEXIBLE FUND,LHMSFL,174980737.7,11.945
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 2 ปี 1,LH ENHANCED FIXED INCOME  FUND 2Y1,LHEFI2Y1,573554129.2,10.0535
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 3เดือน 1,LH ENHANCED FIXED INCOME FUND 3M1,LHEFI3M1,2015177873,10.8213
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 3เดือน 2,LH ENHANCED FIXED INCOME FUND 3M2,LHEFI3M2,1178122621,10.8182
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 3เดือน 3,LH ENHANCED FIXED INCOME FUND 3M3,LHEFI3M3,1604580098,10.7756
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 3เดือน 4,LH ENHANCED FIXED INCOME FUND 3M4,LHEFI3M4,1478807886,10.7614
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 3เดือน 5,LH ENHANCED FIXED INCOME FUND 3M5,LHEFI3M5,1626633408,10.5987
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 2,LH ENHANCED FIXED INCOME FUND 6M2,LHEFI6M2,1376873057,10.7849
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 3,LH ENHANCED FIXED INCOME FUND 6M3,LHEFI6M3,1484712617,10.7642
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 4,LH ENHANCED FIXED INCOME FUND 6M4,LHEFI6M4,1098461723,10.7058
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 5,LH ENHANCED FIXED INCOME FUND 6M5,LHEFI6M5,651639672.5,10.6855
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 6,LH ENHANCED FIXED INCOME FUND 6M6,LHEFI6M6,646185308.8,10.6714
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 7,LH ENHANCED FIXED INCOME FUND 6M7,LHEFI6M7,367254134.4,10.6319
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 8,LH ENHANCED FIXED INCOME FUND 6M8,LHEFI6M8,533343255.2,10.3557
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ 6 เดือน 9,LH ENHANCED FIXED INCOME FUND 6M9,LHEFI6M9,705554239.6,10.2901
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ โรลโอเวอร์ 9 เดือน 1,LH ENHANCED FIXED INCOME ROLL OVER FUND 9M1,LHEFI9M1R,879655455.8,10.1721
LHFUND,กองทุนเปิด แอล เอช เอ็นแฮนซท์ ตราสารหนี้ โรลโอเวอร์ 9 เดือน 2,LH ENHANCED FIXED INCOME ROLL OVER FUND 9M2,LHEFI9M2R,642288036.4,10.1239
LHFUND,กองทุนเปิด แอล เอช โกรท,LH GROWTH FUND,LHGROWTH,89680145.94,12.7368
LHFUND,กองทุนเปิด แอล เอช เจแปน - E,LH JAPAN - E FUND,LHJAP-E,535307372.3,10.7391
LHFUND,กองทุนเปิด แอล เอช เฟล็กซิเบิ้ลเพื่อการเลี้ยงชีพ,LH FLEXIBLE RMF,LHFLRMF,25936126.38,13.1931
LHFUND,กองทุนเปิด แอล เอช สมาร์ท หุ้นระยะยาว,LH Smart Long Term Equity Fund,LHSMART-LTF,72178429.24,10.5876
LHFUND,กองทุนเปิด แอล เอช สมาร์ท อินคัม,LH Smart Income Fund,LHSMART,1331664720,10.3569
LHFUND,กองทุนเปิด แอล เอช หุ้นปันผล,LH EQUITY DIVIDEND FUND,LHEQD,194654851.1,11.1833
LHFUND,กองทุนเปิด แอล เอช อินคัม พลัส,LH INCOME PLUS FUND,LHIP,886805619.7,10.2639
LHFUND,กองทุนเปิด แอล เอช ไทย พร็อพเพอร์ตี้,LH THAI PROPERTY FUND,LHTPROP,2388848671,12.0188
LHFUND,กองทุนเปิด แอล เอช ไทย พร็อพเพอร์ตี้ แอนด์ อินฟราสตรัคเจอร์ เฟล็กซิเบิ้ล,LH Thai Property and Infrastructure Flexible Fund,LHPROP-INFRA,740218320.1,10.022
LHFUND,กองทุนเปิด แอล เอช ไทย พร็อพเพอร์ตี้ เพื่อการเลี้ยงชีพ,LH THAI PROPERTY RMF FUND,LHTPROPRMF,47610877.56,12.3152
LHFUND,กองทุนเปิด แอล เอช ตราสารหนี้,LH DEBT INSTRUMENT,LHDEBT,453568033.7,11.1042
LHFUND,กองทุนเปิด แอล เอช ตราสารหนี้ 2 ปี 1,LH FIXED INCOME  FUND 2Y1,LHFI2Y1,1054010517,10.3668
LHFUND,กองทุนเปิด แอล เอช ตราสารหนี้ โรลโอเวอร์ 3เดือน1,LH FIXED INCOME ROLL OVER FUND 3M1,LHFI3M1R,259177661.9,11.5272
LHFUND,กองทุนเปิด แอล เอช ตราสารหนี้ โรลโอเวอร์ 3เดือน2,LH FIXED INCOME ROLL OVER FUND 3M2,LHFI3M2R,173176839.4,11.4392
LHFUND,กองทุนเปิด แอล เอช ตราสารหนี้ โรลโอเวอร์ 3เดือน6,LH FIXED INCOME ROLL OVER FUND 3M6,LHFI3M6R,205907604.6,10.9539
LHFUND,กองทุนเปิด แอล เอช ตลาดเงิน,LH MONEY MARKET FUND,LHMM,5352280949,11.1252
LHFUND,กองทุนเปิด แอล เอช พร็อพเพอร์ตี้ พลัส I,LH PROPERTY PLUS I FUND,LHPROP-I,3312982659,11.0018
LHFUND,กองทุนเปิด แอล เอช พันธบัตร,LH GOVERNMENT BOND,LHGOV,468494487.2,10.7757
LHFUND,กองทุนเปิด แอล เอช พันธบัตรเพื่อการเลี้ยงชีพ,LH GOVERNMENT BOND RMF,LHGOVRMF,9275284.05,10.5031
MFC,กองทุนเปิดเอ็มเอฟซี แอคทิฟ อิควิตี้ ฟันด์,MFC Active Equity Fund,M-ACTIVE,27910841.71,16.1459
MFC,กองทุนเปิดเอ็มเอฟซี มิด สมอล แค็ป,MFC Mid Small Cap Fund,M-MIDSMALL,61184910.33,11.1388
MFC,กองทุนเปิดเอ็มเอฟซี โกลบอล สมาร์ท ฟันด์,MFC Global Smart Fund,MGS,18513584.34,6.3273
MFC,กองทุนเปิดเอ็มเอฟซี โกลบอล ออพพอร์ทูนิตี้ บอนด์ ฟันด์,MFC Global Opportunity Bond Fund,MGB,388462316.5,10.3072
MFC,กองทุนเปิดเอ็มเอฟซี โกลบอล อัลฟ่า ฟันด์,MFC Global Alpha Fund,MGA,19186191.78,8.0681
MFC,กองทุนเปิดเอ็มเอฟซี โกลบอล อิควิตี้ ฟันด์,MFC Global Equity Fund,MGE,429987508.6,8.6645
MFC,กองทุนเปิดเอ็มเอฟซี สมาร์ท พร็อพเพอร์ตี้ 8 ซีรี่ส์ 1,MFC Smart Property 8 Series 1 Fund,M-PROP8S1,312714012.6,10.6559
MFC,กองทุนเปิดเอ็มเอฟซี สมาร์ท พร็อพเพอร์ตี้ 8 ซีรี่ส์ 2,MFC Smart Property 8 Series 2 Fund,M-PROP8S2,296210019.5,10.4647
MFC,กองทุนเปิดเอ็มเอฟซี สมาร์ท พร็อพเพอร์ตี้ เพื่อการเลี้ยงชีพ,MFC Smart Property Retirement Fund,M-PROP RMF,47893507.23,9.9483
MFC,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม ฟันด์ 18,MFC Stable Income Fund 18,MSI18,719550580.1,10.4607
MFC,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม ฟันด์ 19,MFC Stable Income Fund 19,MSI19,1137286654,10.1352
MFC,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม ฟันด์ 20,MFC Stable Income Fund 20,MSI20,438459665.1,10.1268
MFC,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม ฟันด์ 21,MFC Stable Income Fund 21,MSI21,1009420246,10.0942
MFC,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม ฟันด์ 22,MFC Stable Income Fund 22,MSI22,1304187118,10.0322
MFC,กองทุนเปิดเอ็มเอฟซี อินเวสท์ เอเชีย อินฟราสทรัคเจอร์ ฟันด์,MFC Invest Asia Infrastructure Fund,I-ASIA INFRA,36019823.04,6.3594
MFC,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล เรียลเอสเตท ฟันด์,MFC International Real Estate Fund,I-REITs,56204562.12,11.9839
MFC,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ออยล์ 33 ซีรี่ส์ 1,MFC International Oil 33 Series 1,I-OIL33S1,116193579.2,5.76
MFC,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ออยล์ 5 ซีรี่ส์ 2,MFC International Oil 5 Series 2,I-OIL5S2,146302454.7,6.2174
MFC,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ออยล์ ฟันด์,MFC International Oil Fund,I-OIL,88479773.72,4.0271
MFC,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ชิค ฟันด์,MFC International CHIC Fund,I-CHIC,15914006.01,9.3606
MFC,กองทุนเปิดเอ็มเอฟซี ไฮ-ดิวิเดนด์ ฟันด์,MFC Hi-Dividend Fund,HI-DIV,7156948808,8.474
MFC,กองทุนเปิดเอ็มเอฟซี กาญจนทรัพย์ 6 ซีรี่ส์ 33,MFC Karnjanasap Fund 6 Series 33,MK6S33,607589897.4,10.0494
MFC,กองทุนเปิดเอ็มเอฟซี กาญจนทรัพย์ 6 ซีรี่ส์ 34,MFC Karnjanasap Fund 6 Series 34,MK6S34,465456207.4,10.0156
